0;11;448;1195;2084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;562;1121;1718;2254;2934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;484;632;980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;493;637;997;1364;1735;2113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;836;1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;417;582;717;853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;524;675;1009;1900;2206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;139;292;448;587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;545;681;820;951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;500;662;805;975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;594;725;1305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;448;605;749;1141;1619;1760;1904;2364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;149;286;454;902;1068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;205;989;1699;1883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;728;956;1399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;158;675;1156;1688;1873;2261;2460;3158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;471;1016;1516;2033;2217;2688;2850;3249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1002;1241;1480;2458;2711;2977;4062;4298;4549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1043;1298;1560;2572;2833;3105;4231;4488;4746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;699;983;2375;2647;2916;4221;4541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;330;677;2011;2410;3643;3986;4352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;470;918;1252;1391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;388;860;1017;1246;1755;2248;2727;2930;3134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1207;1607;1823;2015;2167;2379;2763;3283;4255;4971;5627;6860;7428;7812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;657;1424;1716;2480;3108;4006;4270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;887;1644;2044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;332;514;874;1169;1344;1706;2032;2192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;440;810;1092;1537;1879;2143;2528;2782;3176;3377;3784;4151;4375;4775;5081;5305;5624;5810;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;549;1088;1260;1795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;523;988;1206;1389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;376;1209;1545;2374;2703;3531;3831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;483;1048;1221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;304;366;931;1041;1279;1510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;339;421;929;1120;1292;1860;2045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;105;338;733;1169;1642;1940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;706;1526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;671;1053;1470;2084;2967;3446;3868;4464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;759;1217;1624;2158;2926;3436;3893;4451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;110;448;616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1384;1674;2520;3775;3977;4724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;813;1172;1864;3080;3281;3891;5029;5902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;267;339;1378;1744;1851;3002;3371;3431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;543;792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;178;339;477;627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;168;371;640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;422;868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1190;1436;1650;2373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;516;728;939;1443;1662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;195;343;558;776;886;1031;1247;1630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;279;447;666;935;1087;1246;1392;1545;1766;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;135;289;511;719;960;1111;1256;1432;1664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;178;381;1209;1349;1540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;269;465;717;964;1162;1500;1779;2056;2313;2460;2652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;490;825;1010;1255;1438;1908;2568;2867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1380;1546;2104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;299;482;698;1068;1765;2133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;215;450;734;1149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;264;504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;201;1265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;429;622;957;1362;1610;1860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;233;401;1345;1529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1129;1474;2604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;175;748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;463;1022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;160;1130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1119;1718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;278;446;645;929;1564;1928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;811;1144;1623;1876;2412;2779;3268;3734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;725;1137;1560;1925;2510;2868;3454;4048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;197;381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;232;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1130;1828;2205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;417;805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;296;925;1110;1287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;396;839;1344;2022;2331;2670;3070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;260;504;744;1043;1946;2828;3455;3721;4038;4305;4608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;592;1239;1896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;607;1058;1203;1526;1804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;415;835;1036;1207;1586;1766;1953;2118;2502;2651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;337;453;768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;215;397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;795;1014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1218;1720;2215;2797;3323;3845;4397;5038;5646;6287;6805;7309;8709;9343;9973;10621;11117;11326;11513;11717;11893;12086;12277;12450;12634;12792;12965;13215;13334;13519;13696;13871;14055;14233;14407;14582;14768;14932;15095;15276;15431;15607;15777;15951;16324;16693
0;555;1078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1362;2100;2916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;532;849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;229;486;700;940;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;214;484;1010;1263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;243;535;1065;1304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;195;316;587;1035;1324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;751;1086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;596;1789;2863;3231;3645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;873;1881;2284;2703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;978;1928;2323;2726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1266;1461;1811;2011;2526;3532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;864;1622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;446;695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;135;635;971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;368;730;1422;1644;1894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;272;567;1317;1652;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;384;725;1433;1798;2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;661;1117;1539;2667;3287;3691;4071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;113;771;1593;1745;2328;3114;3264;3724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;229;675;918;1364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;443;918;1801;2004;2516;3020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;294;555;1182;1814;2079;2334;2904;3469;3699;3933;4454;5009;5209;5464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;481;972;1831;2296;2736;2920;3138;3332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;344;661;982;1310;1891;2581;2874;3158;3430;3729;4738;5038;5305;5562;5868;6775;7066;7333;7619;7935;8623;9303;9569;9852;10113;10455;;;;;;;;;;;;;;;;;;;;
0;409;831;1255;1749;2404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;177;349;497;667;977;1456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;248;480;767;953;1189;1414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;387;728;1072;1423;1704;2045;2343;2717;2993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;159;327;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;593;1266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;193;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;177;375;557;1942;2077;2313;2938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;147;1200;1703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;207;448;853;1083;1285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1455;1510;2536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;783;1036;1714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;839;1064;1118;1347;1400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;919;1150;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;847;898;1183;1239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1279;1464;2604;2862;3871;4163;4410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;247;631;816;1004;1254;1449;1603;1763;1923;2068;2231;2371;2690;2833;2997;3140;3301;3467;3618;3769;3925;4099;4269;;;;;;;;;;;;;;;;;;;;;;;
0;373;804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;400;866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1501;2749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;446;1008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;237;266;617;1048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;426;452;1083;1515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;542;1138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;350;665;906;1169;1404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;339;654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;437;711;971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;1139;1368;1586;2031;2299;3122;3353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;334;493;650;974;1596;1885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;169;1668;1845;2445;2576;2701;2855;2985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;612;1642;1815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;166;1499;2000;2528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;177;1484;1637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;440;1061;1604;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;181;809;977;1130;1644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;179;783;913;1104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;230;551;1091;1421;1758;2209;2431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;264;723;985;2487;2748;3169;3441;4040;4333;4682;4967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;260;659;859;1135;2245;2723;3106;3319;3571;3939;4195;4536;4739;4988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;345;632;844;1331;1498;1695;1968;2168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;184;349;533;816;1000;1250;1434;1585;1785;2208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;927;1716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;828;1610;1972;2544;3109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;167;331;554;757;998;1198;1438;1656;1871;2087;3586;3771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;857;1880;2124;2525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;624;827;1026;1593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;588;772;955;1188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;645;825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;722;921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;188;269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;576;747;920;1268;1621;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;430;610;787;1108;1466;1823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;681;1382;1617;1982;2450;2650;3114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;365;571;880;1259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;389;620;1057;1464;1700;2115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;457;600;937;1577;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;215;450;721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;388;560;726;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;298;453;625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;154;443;600;896;1050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;242;554;781;1008;1274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;120;316;430;693;1080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;538;684;834;967;1079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;340;465;594;862;1050;1270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;217;462;633;945;1107;1440;1616;1932;2209;2516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
