0,586,1030,1300,1784,2837,3342
0,583,1036,1239,1842,2904,3462
0,532,998,1214,1730,2950,3475
0,474,817,972,1572,2659,3202
0,462,820,972,1602,2466,2994
0,273,486,706,1094,1740,1946
0,484,753,956,1455,2404,2912
0,460,790,1007,1495,2464,2992
0,545,831,1045,1539,2556,3121
0,500,788,1003,1540,2539,3091
0,539,756,1007,1332,2192,2654
0,391,678,943,1324,1951,2401
0,393,639,841,1267,2123,2740
0,406,590,750,1248,2233,2687
0,681,888,1616,2271,3488,3960
0,593,929,1945,2393,3378,3897
0,414,746,928,1331,2113,2614
0,433,801,969,1368,2220,2735
0,282,615,782,1200,2088,2653
0,334,670,834,1201,2153,2736
0,337,586,769,1513,2264,2681
0,418,713,880,1262,2189,2633
0,513,859,1022,1432,2267,2758
0,393,643,822,1274,2214,2706
0,524,936,1101,1608,2676,3230
0,720,1261,1421,1888,2906,3472
0,456,755,905,1380,2306,2786
0,490,802,949,1386,2292,2786
0,423,735,879,1368,2095,2551
0,391,575,848,1295,2143,2600
0,464,655,904,1431,2175,2688
0,384,617,912,1384,2297,2801
0,345,529,809,1217,2072,2672
0,456,744,889,1424,2296,2800
0,464,760,929,1448,2240,2720
0,408,640,984,1504,2408,2897
0,400,616,856,1384,2376,2856
0,440,656,936,1432,2328,2800
0,392,593,793,1216,2000,2400
0,873,1096,1304,1904,2856,3352
0,343,519,743,1287,2231,2727
0,320,472,752,1272,2176,2744
0,354,577,897,1377,2153,2713
0,384,626,798,1124,1907,2312
0,370,612,806,1148,1852,2327
0,576,882,1271,1617,2457,3015
0,463,630,840,1318,2091,2567
0,819,1010,1466,2065,2885,3398
0,709,1132,1452,1933,2907,4104
0,617,1084,1263,1778,2684,3189
0,604,1001,1402,1976,2725,3204
0,605,955,1835,2568,3301,3536
0,645,1069,1541,2114,2871,3291
0,1238,1904,2833,3426,4193,4721
0,366,583,1035,1450,2222,2550
0,530,696,1381,2081,3400,4300
0,187,405,1279,1591,2517,3065
0,438,648,916,1336,2341,2898
0,543,979,1158,1702,2805,3465
0,733,963,1236,1759,2730,3427
0,381,592,861,1319,2225,2723
0,498,781,918,1344,2270,2804
0,545,916,1094,1598,2489,3071
0,530,926,1079,1538,2460,3024
0,500,898,1095,1503,2276,2783
0,465,843,1000,1423,2332,2893
0,533,933,1082,1519,2508,3121
0,518,968,1206,1619,2534,3144
0,476,885,1180,1533,2460,3047
0,507,870,1050,1528,2370,2916
0,600,1000,1177,1605,2470,2960
0,603,972,1134,1498,2301,2611
0,568,931,1060,1534,2372,2822
0,481,865,934,1308,2001,2325
0,501,855,1061,1466,2319,2804
0,470,756,916,1315,2062,2496
0,465,721,881,1222,2017,2494
0,627,1019,1162,1736,2795,3326
0,541,948,1037,1477,2345,2838
0,506,837,1085,1523,2318,2778
0,455,783,940,1438,2270,2741
0,496,832,1006,1457,2224,2640
0,512,825,935,1404,2052,2443
0,539,846,1011,1527,2353,2843
0,541,904,1028,1534,2408,2917
0,511,916,1154,1585,2455,3062
0,541,1003,1259,1725,2604,3154
0,490,893,1050,1516,2474,3017
0,492,894,1095,1557,2467,3002
0,494,652,949,1419,2338,3007
0,538,1060,1077,1932,2496,3141
0,548,855,917,1546,2720,3137
0,355,755,765,1383,2042,2739
0,520,591,949,1587,2256,3035
0,546,571,798,1642,2104,2668
0,653,743,933,1503,2464,3073
0,562,711,822,1331,2339,2828
0,643,682,909,1733,2415,2958
0,605,700,995,1459,2494,3047
0,618,843,1073,1687,2550,3198
0,503,711,1009,1495,2500,3106
0,694,753,1180,1686,2635,3264
0,545,765,1264,1752,2695,3303
0,685,996,1046,1808,2689,3304
0,580,703,769,1432,2279,2762
0,531,903,1424,2009,2909,3391
0,523,913,1450,2067,2984,3214
0,519,892,1082,1607,2523,3024
0,530,883,1073,1605,2515,3121
0,482,884,1102,1707,2658,3223
0,525,832,1386,1918,2955,3237
0,420,744,916,1457,2330,2873
0,594,811,838,1511,2545,2986
0,509,730,754,1412,2445,2854
0,477,708,733,1427,2532,3010
0,449,692,729,1329,2312,2755
0,450,672,701,1364,2373,2847
0,481,722,782,1351,2415,2886
0,449,687,704,1266,2396,2873
0,467,671,689,1394,2474,2925
0,491,763,784,1443,2439,2848
0,466,737,759,1380,2451,2872
0,463,670,687,1404,2461,2959
0,447,703,735,1400,2397,2893
0,510,736,784,1465,2476,2984
0,478,702,718,1418,2412,2928
0,452,676,694,1377,2347,2911
0,468,738,766,1407,2435,2932
0,501,803,866,1440,2376,2816
0,477,728,747,1419,2355,2840
0,452,708,726,1407,2397,2896
0,465,663,692,1363,2362,2827
0,436,665,683,1401,2427,2927
0,496,731,750,1457,2468,2920
0,499,714,743,1413,2529,3110
0,470,775,805,1500,2539,3035
0,450,736,766,1413,2501,3013
0,483,786,809,1483,2543,3040
0,430,720,738,1418,2597,3078
0,514,784,815,1524,2585,3092
0,484,736,754,1446,2455,2938
0,508,783,812,1478,2522,2979
0,438,706,744,1425,2606,3110
0,433,676,694,1448,2382,2881
0,400,631,654,1326,2356,2823
0,37,431,482,1084,2017,2545
0,449,679,720,1331,2190,2686
0,451,801,967,1401,2357,2838
0,412,708,906,1279,2317,2754
0,437,768,946,1372,2443,2879
0,519,793,1023,1538,2576,3092
0,463,647,800,1311,2159,2703
0,584,937,1104,1592,2584,3096
0,520,856,1056,1520,2384,2912
0,480,840,1024,1505,2440,2911
0,400,592,768,1224,2145,2616
0,512,864,1040,1489,2440,2904
0,528,816,1009,1512,2416,2880
0,543,863,1023,1487,2367,2807
0,504,841,1016,1425,2040,2544
0,568,874,1057,1661,2536,2936
0,528,888,1072,1576,2416,2848
0,576,984,1160,1568,2512,2984
0,536,881,1064,1520,2416,2888
0,536,872,1048,1464,2416,2864
0,520,872,1040,1512,2416,2872
0,512,864,1040,1480,2368,2848
0,504,824,1009,1488,2400,2832
0,552,907,1088,1592,2528,2952
0,536,808,984,1440,2368,2816
0,504,824,1016,1496,2472,2944
0,592,1093,1273,2179,3340,3787
0,499,767,915,1333,2168,2588
0,507,799,1309,1771,2792,3248
0,467,774,1274,1716,2743,3192
0,457,732,1240,1721,2296,2738
0,462,650,1175,1623,2467,2882
0,493,782,955,1441,2316,2789
0,417,785,949,1452,2351,2856
0,500,886,1033,1619,2534,3003
0,481,881,1031,1535,2490,2954
0,496,876,1027,1564,2591,3063
0,460,648,835,1274,2045,2548
0,494,798,988,1453,2519,3060
0,421,659,887,1300,2019,2455
0,516,734,946,1443,2119,2580
0,496,818,1026,1622,2384,2950
0,499,692,1075,1455,2346,2859
0,502,1112,1206,1703,2385,2866
0,495,913,1084,1557,2425,2965
0,645,861,1124,1624,2233,2885
0,654,1236,1442,1839,2722,3148
0,521,947,1154,1623,2599,3231
0,574,971,1133,1577,2474,2937
0,458,956,1089,1534,2495,2979
0,455,943,1074,1609,2349,2817
0,513,957,1162,1405,2127,2571
0,346,830,1000,1372,2016,2585
0,585,938,1096,1493,2606,3019
0,531,1011,1160,1571,2743,3215
0,464,934,1087,1453,2462,2922
0,541,1042,1200,1586,2413,2889
0,650,1288,1498,1914,2940,3423
0,464,1064,1292,1738,2786,3265
0,554,1043,1239,1701,2804,3515
0,594,1159,1350,1783,2766,3375
0,432,927,1086,1477,2123,2598
0,635,1196,1432,1822,3013,3521
0,649,1301,1506,1915,2882,3391
0,544,1171,1400,1854,2967,3510
0,441,608,775,1205,2002,2748
0,685,865,1617,2099,2820,3253
0,542,789,1029,1692,2408,2936
0,472,710,949,1659,2278,2893
0,527,788,1093,1981,2734,3887
0,602,806,1064,1399,2288,2944
0,602,851,1131,1797,2523,3180
0,606,992,1422,2196,2946,3669
0,660,961,1319,2145,3068,3753
0,653,861,1148,1832,2542,3217
0,453,739,1034,1475,2493,2961
0,530,718,966,1661,3138,3554
0,285,435,728,899,1210,1864
0,226,387,527,796,1255,1522
0,280,398,561,849,1404,1646
0,205,336,499,741,1289,1524
0,207,392,565,840,1379,1678
0,364,577,716,1142,1831,2272
0,345,559,741,1133,1872,2295
0,388,724,882,1326,2131,2598
0,423,728,867,1343,2134,2640
0,383,720,836,1335,2102,2587
0,432,662,819,1308,1992,2503
0,414,767,887,1300,2109,2594
0,460,756,921,1351,2048,2520
0,420,689,892,1295,1877,2314
0,463,756,977,1485,2230,2756
0,461,749,909,1417,2155,2629
0,456,842,1017,1498,2327,2777
0,418,722,931,1398,2098,2624
0,449,665,858,1317,2047,2452
0,491,825,993,1476,2383,2872
0,454,804,960,1451,2348,2866
0,393,735,921,1407,2387,2844
0,489,855,1055,1566,2512,2935
0,463,783,979,1503,2409,2950
0,455,922,1090,1543,2475,2980
0,667,1028,1243,1881,3049,3670
0,474,833,983,1437,2426,2838
0,473,930,1089,1544,2323,2744
0,364,600,1070,1465,2277,2737
0,481,644,1046,1428,2287,2675
0,405,574,959,1461,2294,2717
0,483,880,1049,1534,2509,2961
0,437,582,801,1204,2166,2501
0,523,821,956,1417,2407,2857
0,520,853,1024,1485,2493,2942
0,211,476,1184,1376,2329,2568
0,383,717,1234,1714,2656,2868
0,336,591,813,1153,2055,2484
0,316,624,824,992,1905,2071
0,364,674,800,1259,2131,2602
0,527,821,955,1412,2325,2813
0,453,806,949,1442,2355,2841
0,776,1150,1322,1825,2759,3283
0,316,485,635,1216,2188,2781
0,522,862,1015,1522,2467,2982
0,327,545,857,1773,2177,3054
0,301,522,856,1931,2391,3049
0,326,561,894,1900,2396,2940
0,441,505,691,1138,1648,2029
0,389,639,829,1253,1862,2326
0,362,642,857,1257,1992,2455
0,335,583,840,1255,1896,2367
0,481,719,924,1347,2201,2758
0,384,698,855,1302,2109,2525
0,443,893,1140,1705,2564,3106
0,568,1129,1415,1959,2856,3381
0,504,817,1031,1458,2384,2967
0,517,716,927,1508,2341,2879
0,689,1115,1281,1803,2738,3376
0,681,1099,1278,1745,2678,3232
0,675,1020,1171,1672,2482,3047
0,626,1009,1169,1723,2724,3201
0,567,874,1028,1480,2301,2774
0,536,788,962,1462,2391,2823
0,551,877,1039,1488,2342,2867
0,491,789,982,1445,2443,3022
0,454,960,1177,1650,2421,2840
0,435,864,1050,1452,2193,2656
0,378,763,929,1288,2089,2643
0,462,732,876,1348,2338,2807
0,488,797,965,1490,2597,3115
0,997,1314,1523,2058,3066,3587
0,641,953,1240,1751,2866,3420
0,465,781,982,1391,2253,2760
0,507,709,993,1470,2349,2853
0,517,789,1011,1426,2288,2769
0,487,714,942,1310,2108,2513
0,422,678,940,1458,2410,2869
0,646,874,1231,1817,2745,3215
0,543,900,1112,1751,2876,3373
0,515,707,1002,1544,2532,3050
0,494,700,1079,1585,2648,3167
0,491,678,923,1442,2372,2848
0,538,760,1040,1571,2610,3123
0,601,815,1072,1605,2606,3105
0,546,796,1090,1625,2565,3081
0,367,566,766,1245,2113,2710
0,522,700,980,1507,2654,3174
0,467,673,884,1371,2163,2529
0,565,765,1025,1514,2545,2988
0,490,711,962,1518,2570,3025
0,468,692,951,1457,2415,2840
0,465,784,980,1436,2281,2789
0,519,843,1006,1456,2249,2733
0,547,922,1078,1553,2421,2940
0,585,956,1107,1669,2689,3221
0,385,658,831,1242,1857,2228
0,627,1011,1189,1687,2544,3033
0,690,1035,1225,1635,2455,2892
0,592,947,1147,1589,2441,2933
0,458,780,950,1404,2235,2723
0,369,611,777,1100,1609,1929
0,386,720,877,1321,2174,2651
0,406,733,895,1309,1987,2306
0,425,656,836,1165,1680,2009
0,516,816,996,1412,2384,2873
0,478,807,963,1398,2171,2617
0,598,945,1105,1637,2524,3002
0,536,924,1090,1641,2629,3184
0,875,1161,1311,1824,2777,3307
0,608,973,1162,1577,2425,3026
0,553,902,914,1481,2521,2978
0,492,880,1034,1490,2409,2965
0,518,878,1079,1498,2400,2927
0,483,810,978,1429,2242,2720
0,471,808,978,1429,2359,2838
0,399,730,877,1271,1928,2297
0,462,717,904,1345,2361,2864
0,573,967,1162,1716,2682,3239
0,536,935,1096,1635,2548,3104
0,485,818,968,1470,2313,2791
0,500,876,1087,1549,2391,2850
0,428,768,907,1522,2427,2954
0,482,837,1120,1549,2494,3006
0,444,713,965,1649,2320,2908
0,499,891,1040,1880,2449,2953
0,386,679,870,1290,2359,2707
0,377,706,853,1300,2164,2683
0,400,677,824,1248,2064,2463
0,386,808,952,1328,2121,2528
0,484,732,892,1372,2363,2836
0,480,770,930,1417,2352,2848
0,672,1105,1266,1896,3008,3641
0,552,861,1093,1690,2776,3293
0,635,987,1365,2129,3257,3797
0,451,778,949,1370,2162,2680
0,352,716,847,1292,2100,2631
0,629,980,1196,1806,2787,3476
0,547,802,990,1490,2452,3017
0,816,1054,1572,2406,3755,4444
0,292,467,608,958,1551,1892
0,614,978,1362,2058,3501,4192
0,421,636,825,1268,2096,2466
0,605,970,1568,2401,3625,4195
0,454,639,882,1371,2380,2786
0,566,909,1280,1930,3051,3596
0,450,621,853,1251,2119,2475
0,379,653,864,1333,2116,2616
0,617,995,1419,2204,3581,4209
0,489,685,897,1366,2141,2469
0,399,607,781,1225,2057,2523
0,1190,1697,2223,2718,3487,3929
0,657,1057,1273,1704,2358,2843
0,652,924,1142,1707,2422,2892
0,615,899,1118,1632,2345,2851
0,565,804,954,1468,2283,2719
0,634,852,1352,1905,2744,3216
0,544,775,961,1409,2216,2676
0,787,1062,1244,1712,2563,3079
0,560,813,1280,1878,2633,3096
0,621,801,964,1403,1988,2441
