0,512,857,1097,1610,2365,2829
0,523,720,1041,1495,1978,2438
0,473,754,1044,1531,2051,2532
0,610,845,1102,1580,2101,2544
0,526,797,1040,1445,1937,2413
0,418,702,940,1354,1933,2398
0,563,769,1108,1563,2148,2666
0,425,663,915,1350,1953,2428
0,514,942,1169,1664,2454,2923
0,475,797,1022,1428,1912,2361
0,743,1207,1572,2089,2951,3541
0,693,1308,1797,2348,3250,3883
0,735,1145,1433,1935,2954,3425
0,383,674,873,1207,1731,2124
0,435,731,922,1294,1809,2147
0,435,617,792,1191,1858,2273
0,532,871,1027,1506,2328,2852
0,507,820,991,1462,2487,2992
0,495,780,932,1457,2469,2997
0,449,676,921,1419,2406,2906
0,460,675,931,1414,2409,2901
0,478,888,964,1483,2485,2954
0,484,707,992,1505,2323,2824
0,474,697,964,1456,2334,2814
0,335,577,672,1166,2322,2721
0,422,630,939,1414,2317,2814
0,545,819,1166,1542,2468,3003
0,405,658,970,1369,2437,2854
0,433,637,1093,1599,2584,3113
0,490,663,1133,1594,2444,2972
0,396,616,778,1380,2388,2870
0,605,856,1027,1632,2673,3116
0,376,437,772,1318,2439,2617
0,486,696,855,1366,2427,2877
0,522,732,1084,1583,2595,3124
0,305,590,760,1172,2227,2718
0,551,840,993,1421,2206,2680
0,534,1238,1363,1827,2825,3265
0,588,857,988,1457,2372,2816
0,508,769,876,1278,2159,2585
0,588,867,1003,1429,2395,2869
0,543,905,1039,1496,2431,2897
0,484,755,879,1255,2115,2458
0,628,964,1261,2347,2668,3113
0,535,799,998,1703,2364,3698
0,491,783,986,1503,2352,2920
0,433,742,896,1339,2383,2897
0,460,760,893,1374,2375,2827
0,512,780,929,1452,2446,2948
0,493,773,937,1415,2411,2902
0,540,850,1045,1538,2524,3045
0,393,564,736,1124,2002,2410
0,428,707,818,1227,2081,2559
0,462,1261,2303,2901,3509,4039
0,636,958,1131,1663,2762,3216
0,510,815,1114,1596,2707,3202
0,758,1019,1204,1683,2654,3194
0,737,1026,1222,1714,2601,3188
0,651,967,1171,1609,2465,3036
0,277,578,729,1154,2125,2628
0,361,560,696,1186,2125,2659
0,341,608,778,1270,2163,2694
0,602,979,1176,1612,2528,3069
0,403,618,769,1259,2202,2719
0,350,558,726,1213,2162,2680
0,578,959,1158,1616,2612,3143
0,451,820,986,1473,2540,3008
0,400,721,907,1358,2211,2664
0,527,996,1177,1618,2513,3036
0,602,983,1298,1793,2645,3123
0,581,951,1267,1648,2370,2755
0,498,842,989,1495,2357,2872
0,458,796,1017,1484,2351,2871
0,447,731,924,1386,2226,2675
0,481,846,1024,1599,2376,2807
0,509,798,1042,1532,2597,3085
0,465,866,1060,1530,2424,2777
0,635,1114,1382,1897,3290,4020
0,552,1150,1369,1982,3502,4092
0,704,1241,1797,2349,3633,4190
0,570,1051,1206,1714,2987,3719
0,731,1330,1690,2393,3755,4300
0,555,996,1259,1778,3017,3536
0,821,1276,1682,2389,3618,4143
0,469,992,1284,1802,2984,3466
